T08,Public expenditure on education (new),,,,,Region/Country/Area,,Year,Series,Value,Footnotes,Source
8,Albania,2015,Government expenditure on education (% of government expenditure),11.3177,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2015,Public expenditure on education (% of GDP),3.4380,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.9128,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,All staff compensation as % of total expenditure in public institutions (%),79.7877,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Capital expenditure as % of total expenditure in public institutions (%),8.2995,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Expenditure by level of education: primary (as % of government expenditure),57.6077,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Expenditure by level of education: secondary (as % of government expenditure),21.5625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Expenditure by level of education: tertiary (as % of government expenditure),18.8501,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Government expenditure on education (% of government expenditure),12.3908,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2017,Public expenditure on education (% of GDP),3.6103,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2018,Government expenditure on education (% of government expenditure),8.4355,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
8,Albania,2018,Public expenditure on education (% of GDP),2.4687,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
12,Algeria,2008,Expenditure by level of education: tertiary (as % of government expenditure),26.9726,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
12,Algeria,2008,Government expenditure on education (% of government expenditure),11.4284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
12,Algeria,2008,Public expenditure on education (% of GDP),4.3370,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
16,American Samoa,2006,Capital expenditure as % of total expenditure in public institutions (%),6.2346,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
16,American Samoa,2006,Expenditure by level of education: tertiary (as % of government expenditure),11.1848,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
16,American Samoa,2006,Public expenditure on education (% of GDP),14.6293,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2005,Expenditure by level of education: pre-primary (as % of government expenditure),16.8700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2005,Expenditure by level of education: primary (as % of government expenditure),24.1359,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2005,Expenditure by level of education: secondary (as % of government expenditure),20.6186,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2005,Expenditure by level of education: tertiary (as % of government expenditure),3.8825,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2005,Public expenditure on education (% of GDP),1.5965,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.9192,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,All staff compensation as % of total expenditure in public institutions (%),36.7439,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Capital expenditure as % of total expenditure in public institutions (%),1.6832,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Expenditure by level of education: pre-primary (as % of government expenditure),14.6094,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Expenditure by level of education: primary (as % of government expenditure),28.8952,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Expenditure by level of education: secondary (as % of government expenditure),20.9346,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Expenditure by level of education: tertiary (as % of government expenditure),3.8613,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2010,Public expenditure on education (% of GDP),3.0574,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),59.3891,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,All staff compensation as % of total expenditure in public institutions (%),40.0286,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Capital expenditure as % of total expenditure in public institutions (%),0.5823,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Expenditure by level of education: pre-primary (as % of government expenditure),18.2028,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Expenditure by level of education: primary (as % of government expenditure),32.1438,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Expenditure by level of education: secondary (as % of government expenditure),35.2473,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Expenditure by level of education: tertiary (as % of government expenditure),4.5889,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2013,Public expenditure on education (% of GDP),2.4381,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),63.5524,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Capital expenditure as % of total expenditure in public institutions (%),1.3344,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Expenditure by level of education: pre-primary (as % of government expenditure),13.1793,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Expenditure by level of education: primary (as % of government expenditure),22.0757,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Expenditure by level of education: secondary (as % of government expenditure),24.9135,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Expenditure by level of education: tertiary (as % of government expenditure),5.4748,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Government expenditure on education (% of government expenditure),19.4891,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2015,Public expenditure on education (% of GDP),3.2537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),63.8145,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,All staff compensation as % of total expenditure in public institutions (%),35.6449,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Capital expenditure as % of total expenditure in public institutions (%),0.5406,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Expenditure by level of education: pre-primary (as % of government expenditure),11.8860,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Expenditure by level of education: primary (as % of government expenditure),21.4204,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Expenditure by level of education: secondary (as % of government expenditure),25.3068,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Expenditure by level of education: tertiary (as % of government expenditure),5.6411,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Government expenditure on education (% of government expenditure),19.3231,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
20,Andorra,2018,Public expenditure on education (% of GDP),3.2269,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2005,Expenditure by level of education: primary (as % of government expenditure),36.4988,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2005,Expenditure by level of education: secondary (as % of government expenditure),55.2176,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2005,Expenditure by level of education: tertiary (as % of government expenditure),8.2836,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2005,Government expenditure on education (% of government expenditure),7.9924,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2005,Public expenditure on education (% of GDP),2.1201,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Capital expenditure as % of total expenditure in public institutions (%),24.3496,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Expenditure by level of education: pre-primary (as % of government expenditure),13.5355,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Expenditure by level of education: primary (as % of government expenditure),31.4335,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Expenditure by level of education: secondary (as % of government expenditure),42.4243,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Expenditure by level of education: tertiary (as % of government expenditure),8.7012,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Government expenditure on education (% of government expenditure),7.4548,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2006,Public expenditure on education (% of GDP),2.2815,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2010,Government expenditure on education (% of government expenditure),8.6848,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
24,Angola,2010,Public expenditure on education (% of GDP),3.4213,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.7393,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,All staff compensation as % of total expenditure in public institutions (%),80.8978,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.9369,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Expenditure by level of education: primary (as % of government expenditure),28.5042,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Expenditure by level of education: secondary (as % of government expenditure),51.2568,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.3021,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2005,Public expenditure on education (% of GDP),2.9545,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.8199,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,All staff compensation as % of total expenditure in public institutions (%),69.3658,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Capital expenditure as % of total expenditure in public institutions (%),20.8143,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Expenditure by level of education: pre-primary (as % of government expenditure),1.6106,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Expenditure by level of education: primary (as % of government expenditure),39.4499,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Expenditure by level of education: secondary (as % of government expenditure),56.0897,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Expenditure by level of education: tertiary (as % of government expenditure),2.8498,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
660,Anguilla,2008,Public expenditure on education (% of GDP),2.8426,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.6809,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Capital expenditure as % of total expenditure in public institutions (%),3.8509,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Expenditure by level of education: pre-primary (as % of government expenditure),2.1061,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Expenditure by level of education: primary (as % of government expenditure),28.5517,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Expenditure by level of education: secondary (as % of government expenditure),35.1522,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Expenditure by level of education: tertiary (as % of government expenditure),6.7188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Government expenditure on education (% of government expenditure),11.7015,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2002,Public expenditure on education (% of GDP),3.3943,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.6290,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,All staff compensation as % of total expenditure in public institutions (%),73.2148,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Capital expenditure as % of total expenditure in public institutions (%),5.1562,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Expenditure by level of education: pre-primary (as % of government expenditure),0.2619,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Expenditure by level of education: primary (as % of government expenditure),41.6132,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Expenditure by level of education: secondary (as % of government expenditure),48.3925,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Expenditure by level of education: tertiary (as % of government expenditure),7.3531,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
28,Antigua and Barbuda,2009,Government expenditure on education (% of government expenditure),6.9281,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
