T08,Public expenditure on education (new),,,,,Region/Country/Area,,Year,Series,Value,Footnotes,Source
203,Czechia,2016,Government expenditure on education (% of government expenditure),14.1515,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2016,Public expenditure on education (% of GDP),5.5874,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.5618,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,All staff compensation as % of total expenditure in public institutions (%),87.8216,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Capital expenditure as % of total expenditure in public institutions (%),9.6166,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.6406,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Expenditure by level of education: primary (as % of government expenditure),33.3362,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Expenditure by level of education: secondary (as % of government expenditure),33.7344,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Expenditure by level of education: tertiary (as % of government expenditure),23.9978,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Government expenditure on education (% of government expenditure),9.5785,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2010,Public expenditure on education (% of GDP),1.5250,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),1.7382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,All staff compensation as % of total expenditure in public institutions (%),81.3910,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Capital expenditure as % of total expenditure in public institutions (%),16.8708,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Expenditure by level of education: pre-primary (as % of government expenditure),1.0287,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Expenditure by level of education: primary (as % of government expenditure),61.5936,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Expenditure by level of education: secondary (as % of government expenditure),14.3600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Expenditure by level of education: tertiary (as % of government expenditure),21.9535,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Government expenditure on education (% of government expenditure),16.1747,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2013,Public expenditure on education (% of GDP),2.0622,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2015,Expenditure by level of education: tertiary (as % of government expenditure),23.8056,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2015,Government expenditure on education (% of government expenditure),11.7384,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2015,Public expenditure on education (% of GDP),2.1704,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2017,Government expenditure on education (% of government expenditure),14.0064,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
180,Dem. Rep. of the Congo,2017,Public expenditure on education (% of GDP),1.4550,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.6557,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,All staff compensation as % of total expenditure in public institutions (%),74.0627,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Capital expenditure as % of total expenditure in public institutions (%),5.2816,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Expenditure by level of education: pre-primary (as % of government expenditure),8.6466,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Expenditure by level of education: primary (as % of government expenditure),23.2601,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Expenditure by level of education: secondary (as % of government expenditure),36.3479,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Expenditure by level of education: tertiary (as % of government expenditure),28.6779,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Government expenditure on education (% of government expenditure),15.7793,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2005,Public expenditure on education (% of GDP),8.0856,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),17.9849,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,All staff compensation as % of total expenditure in public institutions (%),74.9409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Capital expenditure as % of total expenditure in public institutions (%),7.0742,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Expenditure by level of education: pre-primary (as % of government expenditure),11.5214,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Expenditure by level of education: primary (as % of government expenditure),23.6835,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Expenditure by level of education: secondary (as % of government expenditure),34.5190,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Expenditure by level of education: tertiary (as % of government expenditure),27.3289,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Government expenditure on education (% of government expenditure),15.1033,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2010,Public expenditure on education (% of GDP),8.5596,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.1197,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,All staff compensation as % of total expenditure in public institutions (%),73.5371,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Capital expenditure as % of total expenditure in public institutions (%),6.3432,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Expenditure by level of education: pre-primary (as % of government expenditure),13.8699,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Expenditure by level of education: primary (as % of government expenditure),24.8731,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Expenditure by level of education: secondary (as % of government expenditure),32.4174,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Expenditure by level of education: tertiary (as % of government expenditure),26.8938,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Government expenditure on education (% of government expenditure),15.2174,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2013,Public expenditure on education (% of GDP),8.4944,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.8871,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,All staff compensation as % of total expenditure in public institutions (%),73.7488,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Capital expenditure as % of total expenditure in public institutions (%),6.3641,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Expenditure by level of education: primary (as % of government expenditure),27.2067,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Expenditure by level of education: secondary (as % of government expenditure),40.0023,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Expenditure by level of education: tertiary (as % of government expenditure),30.6828,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Government expenditure on education (% of government expenditure),13.8268,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
208,Denmark,2014,Public expenditure on education (% of GDP),7.6349,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2005,All staff compensation as % of total expenditure in public institutions (%),42.1709,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2005,Capital expenditure as % of total expenditure in public institutions (%),2.6936,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2005,Government expenditure on education (% of government expenditure),22.7151,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2005,Public expenditure on education (% of GDP),8.3659,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2007,All staff compensation as % of total expenditure in public institutions (%),38.7718,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2007,Capital expenditure as % of total expenditure in public institutions (%),4.5628,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2007,Expenditure by level of education: primary (as % of government expenditure),19.0141,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2007,Government expenditure on education (% of government expenditure),22.5274,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2007,Public expenditure on education (% of GDP),8.4063,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2010,Expenditure by level of education: primary (as % of government expenditure),34.0865,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2010,Expenditure by level of education: secondary (as % of government expenditure),37.2825,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2010,Expenditure by level of education: tertiary (as % of government expenditure),16.4995,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2010,Government expenditure on education (% of government expenditure),12.3284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2010,Public expenditure on education (% of GDP),4.4902,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2015,Expenditure by level of education: secondary (as % of government expenditure),1.2659,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2015,Government expenditure on education (% of government expenditure),8.5764,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2015,Public expenditure on education (% of GDP),5.3407,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2016,Expenditure by level of education: primary (as % of government expenditure),42.8361,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2016,Expenditure by level of education: secondary (as % of government expenditure),0.8290,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2016,Government expenditure on education (% of government expenditure),12.0085,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2016,Public expenditure on education (% of GDP),5.7913,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2018,Government expenditure on education (% of government expenditure),13.9915,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
262,Djibouti,2018,Public expenditure on education (% of GDP),5.5594,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2012,All staff compensation as % of total expenditure in public institutions (%),100.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Expenditure by level of education: pre-primary (as % of government expenditure),1.9381,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Expenditure by level of education: primary (as % of government expenditure),45.8287,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Expenditure by level of education: secondary (as % of government expenditure),43.3707,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Expenditure by level of education: tertiary (as % of government expenditure),8.8625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Government expenditure on education (% of government expenditure),10.5221,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
212,Dominica,2015,Public expenditure on education (% of GDP),3.3869,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.6284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,All staff compensation as % of total expenditure in public institutions (%),76.6617,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Capital expenditure as % of total expenditure in public institutions (%),6.7099,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Expenditure by level of education: pre-primary (as % of government expenditure),2.0985,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Expenditure by level of education: primary (as % of government expenditure),62.7693,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Government expenditure on education (% of government expenditure),12.0797,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2002,Public expenditure on education (% of GDP),1.9140,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2003,Government expenditure on education (% of government expenditure),9.7018,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2003,Public expenditure on education (% of GDP),1.8447,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.0524,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2004,All staff compensation as % of total expenditure in public institutions (%),72.5542,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2004,Capital expenditure as % of total expenditure in public institutions (%),3.3933,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.5247,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,All staff compensation as % of total expenditure in public institutions (%),66.9081,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Capital expenditure as % of total expenditure in public institutions (%),17.5672,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Expenditure by level of education: pre-primary (as % of government expenditure),4.2033,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Expenditure by level of education: primary (as % of government expenditure),58.6790,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Expenditure by level of education: secondary (as % of government expenditure),17.9537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Expenditure by level of education: tertiary (as % of government expenditure),14.5350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Government expenditure on education (% of government expenditure),12.5779,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
214,Dominican Republic,2007,Public expenditure on education (% of GDP),2.0468,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.7102,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,All staff compensation as % of total expenditure in public institutions (%),78.0690,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Capital expenditure as % of total expenditure in public institutions (%),5.2208,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Expenditure by level of education: primary (as % of government expenditure),38.2881,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Expenditure by level of education: secondary (as % of government expenditure),34.5560,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Expenditure by level of education: tertiary (as % of government expenditure),5.1601,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Government expenditure on education (% of government expenditure),4.9573,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2000,Public expenditure on education (% of GDP),1.1509,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Expenditure by level of education: pre-primary (as % of government expenditure),21.3889,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Expenditure by level of education: primary (as % of government expenditure),32.3874,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Expenditure by level of education: secondary (as % of government expenditure),10.4359,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Expenditure by level of education: tertiary (as % of government expenditure),35.7878,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Government expenditure on education (% of government expenditure),12.9966,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2010,Public expenditure on education (% of GDP),4.5074,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2015,Expenditure by level of education: pre-primary (as % of government expenditure),21.1197,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2015,Expenditure by level of education: primary (as % of government expenditure),23.2552,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2015,Expenditure by level of education: secondary (as % of government expenditure),12.1114,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2015,Expenditure by level of education: tertiary (as % of government expenditure),43.5137,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
218,Ecuador,2015,Government expenditure on education (% of government expenditure),12.5977,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
